sentence id	token id	token	BIO NER tag
21	62	reverberate	O
21	63	within	O
21	64	you	O
21	65	long	O
21	66	after	O
21	67	you	O
21	68	've	O
21	69	finished	O
21	70	reading	O
21	71	-	O
21	72	it	O
21	73	at	O
21	74	least	O
21	75	does	O
21	76	n't	O
21	77	bog	O
21	78	you	O
21	79	down	O
21	80	with	O
21	81	preciousness	O
21	82	.	O
22	0	But	O
22	1	because	O
22	2	the	O
22	3	book	O
22	4	has	O
22	5	received	O
22	6	so	O
22	7	many	O
22	8	rave	O
22	9	reviews	O
22	10	-	O
22	11	I	O
22	12	have	O
22	13	to	O
22	14	judge	O
22	15	it	O
22	16	more	O
22	17	harshly	O
22	18	because	O
22	19	it	O
22	20	just	O
22	21	is	O
22	22	n't	O
22	23	deserved	O
22	24	.	O
23	0	This	O
23	1	is	O
23	2	serviceable	O
23	3	writing	O
23	4	at	O
23	5	best	O
23	6	-	O
23	7	about	O
23	8	the	O
23	9	level	O
23	10	you	O
23	11	'd	O
23	12	read	O
23	13	on	O
23	14	Fiction	B-ORG
23	15	Press	I-ORG
23	16	-	O
23	17	about	O
23	18	the	O
23	19	level	O
23	20	you	O
23	21	would	O
23	22	get	O
23	23	from	O
23	24	a	O
23	25	first	O
23	26	year	O
23	27	MFA	B-ORG
23	28	student	O
23	29	.	O
24	0	If	O
24	1	someone	O
24	2	is	O
24	3	digging	O
24	4	around	O
24	5	in	O
24	6	something	O
24	7	,	O
24	8	they	O
24	9	are	O
24	10	'	O
24	11	scrabbling	O
24	12	'	O
24	13	(	O
24	14	over	O
24	15	and	O
24	16	over	O
24	17	)	O
24	18	.	O
25	0	The	O
25	1	lead	O
25	2	character	O
25	3	's	O
25	4	blackouts	O
25	5	are	O
25	6	along	O
25	7	the	O
25	8	lines	O
25	9	of	O
25	10	:	O
25	11	""""	O
25	12	I	O
25	13	could	O
25	14	n't	O
25	15	remember	O
25	16	.	O
26	0	It	O
26	1	was	O
26	2	all	O
26	3	dark	O
26	4	.	O
27	0	All	O
27	1	black	O
27	2	.	O
28	0	All	O
28	1	cloudy	O
28	2	.	O
29	0	Could	O
29	1	n't	O
29	2	remember	O
29	3	.	O
29	4	""""	O
30	0	I	O
30	1	'm	O
30	2	making	O
30	3	that	O
30	4	up	O
30	5	,	O
30	6	but	O
30	7	it	O
30	8	's	O
30	9	not	O
30	10	significantly	O
30	11	different	O
30	12	.	O
31	0	So	O
31	1	,	O
31	2	that	O
31	3	's	O
31	4	the	O
31	5	writing	O
31	6	,	O
31	7	let	O
31	8	's	O
31	9	get	O
31	10	to	O
31	11	the	O
31	12	plot	O
31	13	.	O
32	0	The	O
32	1	book	O
32	2	is	O
32	3	told	O
32	4	from	O
32	5	the	O
32	6	POV	B-ORG
32	7	of	O
32	8	three	O
32	9	different	O
32	10	female	O
32	11	characters	O
32	12	,	O
32	13	none	O
32	14	of	O
32	15	them	O
32	16	compelling	O
32	17	in	O
32	18	the	O
32	19	slightest	O
32	20	.	O
33	0	We	O
33	1	're	O
33	2	supposed	O
33	3	to	O
33	4	care	O
33	5	deeply	O
33	6	that	O
33	7	a	O
33	8	woman	O
33	9	who	O
33	10	chronically	O
33	11	cheats	O
33	12	on	O
33	13	her	O
33	14	husband	O
33	15	disappears	O
33	16	.	O
34	0	I	O
34	1	really	O
34	2	did	O
34	3	n't	O
34	4	care	O
34	5	that	O
34	6	she	O
34	7	did	O
34	8	,	O
34	9	frankly	O
34	10	.	O
35	0	Then	O
35	1	we	O
35	2	're	O
35	3	supposed	O
35	4	to	O
35	5	care	O
35	6	that	O
35	7	Rachel	B-PER
35	8	,	O
35	9	who	O
35	10	drinks	O
35	11	too	O
35	12	much	O
35	13	on	O
35	14	the	O
35	15	train	O
35	16	while	O
35	17	she	O
35	18	pretends	O
35	19	to	O
35	20	commute	O
35	21	to	O
35	22	a	O
35	23	job	O
35	24	she	O
35	25	does	O
35	26	n't	O
35	27	have	O
35	28	and	O
35	29	obsesses	O
35	30	about	O
35	31	her	O
35	32	ex	O
35	33	-	O
35	34	husband	O
35	35	and	O
35	36	her	O
35	37	'	O
35	38	barren	O
35	39	womb	O
35	40	'	O
35	41	,	O
35	42	may	O
35	43	or	O
35	44	may	O
35	45	not	O
35	46	have	O
35	47	witnessed	O
35	48	a	O
35	49	crime	O
35	50	.	O
36	0	I	O
36	1	did	O
36	2	n't	O
36	3	care	O
36	4	about	O
36	5	Rachel	B-PER
36	6	,	O
36	7	did	O
36	8	n't	O
36	9	care	O
36	10	about	O
36	11	the	O
36	12	woman	O
36	13	who	O
36	14	'd	O
36	15	gone	O
36	16	MIA	B-ORG
36	17	.	O
37	0	Now	O
37	1	let	O
37	2	's	O
37	3	get	O
37	4	to	O
37	5	the	O
37	6	third	O
37	7	character	O
37	8	you	O
37	9	ca	O
37	10	n't	O
37	11	care	O
37	12	about	O
37	13	-	O
37	14	Anna	O
37	15	.	O
38	0	I	O
38	1	do	O
38	2	n't	O
38	3	even	O
38	4	remember	O
38	5	her	O
38	6	place	O
38	7	in	O
38	8	the	O
38	9	story	O
38	10	I	O
38	11	cared	O
38	12	about	O
38	13	her	O
38	14	so	O
38	15	little	O
38	16	.	O
39	0	Oh	O
39	1	,	O
39	2	right	O
39	3	,	O
39	4	she	O
39	5	's	O
39	6	the	O
39	7	woman	O
39	8	who	O
39	9	is	O
39	10	responsible	O
39	11	for	O
39	12	the	O
39	13	breakdown	O
39	14	of	O
39	15	Rachel	B-PER
39	16	's	O
39	17	marriage	O
39	18	and	O
39	19	is	O
39	20	now	O
39	21	married	O
39	22	to	O
39	23	Rachel	B-PER
39	24	's	O
39	25	ex	O
39	26	,	O
39	27	Tom	B-PER
39	28	.	O
40	0	As	O
40	1	others	O
40	2	have	O
40	3	noted	O
40	4	,	O
40	5	the	O
40	6	three	O
40	7	female	O
40	8	characters	O
40	9	have	O
40	10	little	O
40	11	to	O
40	12	discern	O
40	13	them	O
40	14	from	O
40	15	each	O
40	16	other	O
40	17	,	O
40	18	and	O
40	19	speak	O
40	20	in	O
40	21	a	O
40	22	nearly	O
40	23	identical	O
40	24	voice	O
40	25	-	O
40	26	except	O
40	27	one	O
40	28	of	O
40	29	them	O
40	30	drinks	O
40	31	.	O
41	0	All	O
41	1	three	O
41	2	lament	O
41	3	about	O
41	4	men	O
41	5	-	O
41	6	constantly	O
41	7	.	O
42	0	They	O
42	1	seem	O
42	2	to	O
42	3	have	O
42	4	no	O
42	5	other	O
42	6	life	O
42	7	interests	O
42	8	-	O
42	9	not	O
42	10	one	O
42	11	has	O
42	12	a	O
42	13	hobby	O
42	14	,	O
42	15	a	O
42	16	job	O
42	17	,	O
42	18	or	O
42	19	anything	O
42	20	compelling	O
42	21	her	O
42	22	forward	O
42	23	from	O
42	24	day	O
42	25	to	O
42	26	day	O
42	27	that	O
42	28	does	O
42	29	n't	O
42	30	have	O
42	31	to	O
42	32	do	O
42	33	with	O
42	34	a	O
42	35	guy	O
42	36	.	O
43	0	(	O
43	1	The	O
43	2	guys	O
43	3	all	O
43	4	turn	O
43	5	out	O
43	6	to	O
43	7	be	O
43	8	jerks.)I	O
43	9	suppose	O
43	10	people	O
43	11	like	O
43	12	this	O
43	13	do	O
43	14	exist	O
43	15	,	O
43	16	I	O
43	17	'm	O
43	18	just	O
43	19	not	O
43	20	sure	O
43	21	why	O
43	22	I	O
43	23	'm	O
43	24	supposed	O
43	25	to	O
43	26	care	O
43	27	about	O
43	28	them	O
43	29	-	O
43	30	or	O
43	31	why	O
43	32	anyone	O
43	33	else	O
43	34	did	O
43	35	,	O
43	36	or	O
43	37	how	O
43	38	this	O
43	39	book	O
43	40	got	O
43	41	to	O
43	42	be	O
43	43	so	O
43	44	popular	O
43	45	.	O
44	0	I	O
44	1	've	O
44	2	heard	O
44	3	it	O
44	4	was	O
44	5	compared	O
44	6	to	O
44	7	Gone	B-MISC
44	8	Girl	I-MISC
44	9	but	O
44	10	other	O
44	11	than	O
44	12	both	O
44	13	having	O
44	14	a	O
44	15	missing	O
44	16	woman	O
44	17	at	O
44	18	the	O
44	19	core	O
44	20	,	O
44	21	and	O
44	22	'	O
44	23	Girl	O
44	24	'	O
44	25	in	O
44	26	the	O
44	27	title	O
44	28	,	O
44	29	there	O
44	30	seems	O
44	31	to	O
44	32	be	O
44	33	no	O
44	34	comparison	O
44	35	whatsoever	O
44	36	.	O
45	0	The	O
45	1	'	O
45	2	twist	O
45	3	'	O
45	4	is	O
45	5	n't	O
45	6	a	O
45	7	twist	O
45	8	in	O
45	9	the	O
45	10	slightest	O
45	11	,	O
45	12	just	O
45	13	the	O
45	14	reveal	O
45	15	of	O
45	16	the	O
45	17	missing	O
45	18	woman	O
45	19	's	O
45	20	murderer	O
45	21	,	O
45	22	and	O
45	23	it	O
45	24	's	O
45	25	exactly	O
45	26	who	O
45	27	,	O
45	28	about	O
45	29	three	O
45	30	-	O
45	31	fourths	O
45	32	of	O
45	33	the	O
45	34	way	O
45	35	through	O
45	36	(	O
45	37	and	O
45	38	I	O
45	39	'm	O
45	40	not	O
45	41	good	O
45	42	at	O
45	43	guessing	O
45	44	twists	O
45	45	)	O
45	46	,	O
45	47	you	O
45	48	suspect	O
45	49	it	O
45	50	is	O
45	51	.	O
46	0	Then	O
46	1	the	O
46	2	'	O
46	3	reveal	O
46	4	'	O
46	5	is	O
46	6	the	O
46	7	guy	O
46	8	confessing	O
46	9	he	O
46	10	did	O
46	11	it	O
46	12	in	O
46	13	a	O
46	14	speech	O
46	15	you	O
46	16	'd	O
46	17	hear	O
46	18	some	O
46	19	cartoonish	O
46	20	villain	O
46	21	give	O
46	22	in	O
46	23	a	O
46	24	super	O
46	25	hero	O
46	26	movie	O
46	27	or	O
46	28	soap	O
46	29	opera	O
46	30	.	O
47	0	That	O
47	1	kind	O
47	2	of	O
47	3	'	O
47	4	Bwahahaha	B-PER
47	5	I	O
47	6	did	O
47	7	it	O
47	8	!	O
47	9	'	O
48	0	thing	O
48	1	.	O
49	0	Very	O
49	1	convenient	O
49	2	.	O
50	0	But	O
50	1	I	O
50	2	guess	O
50	3	the	O
50	4	biggest	O
50	5	thing	O
50	6	that	O
50	7	bothered	O
50	8	me	O
50	9	was	O
50	10	that	O
50	11	the	O
50	12	entire	O
50	13	crux	O
50	14	of	O
50	15	the	O
50	16	story	O
50	17	is	O
50	18	based	O
50	19	on	O
50	20	the	O
50	21	idea	O
50	22	that	O
50	23	Rachel	B-PER
50	24	has	O
50	25	an	O
50	26	alcoholic	O
50	27	blackout	O
50	28	-	O
50	29	and	O
50	30	the	O
50	31	author	O
50	32	explains	O
50	33	(	O
50	34	twice	O
50	35	)	O
50	36	that	O
50	37	when	O
50	38	you	O
50	39	are	O
50	40	having	O
50	41	an	O
50	42	alcoholic	O
50	43	blackout	O
50	44	,	O
50	45	your	O
50	46	brain	O
50	47	does	O
50	48	not	O
50	49	create	O
50	50	memories	O
50	51	-	O
50	52	so	O
50	53	there	O
50	54	is	O
50	55	nothing	O
50	56	to	O
50	57	'	O
50	58	remember'-	O
50	59	but	O
50	60	then	O
50	61	lo	O
50	62	and	O
50	63	behold	O
50	64	she	O
50	65	suddenly	O
50	66	has	O
50	67	a	O
50	68	memory	O
50	69	breakthrough	O
50	70	,	O
50	71	and	O
50	72	solves	O
50	73	the	O
50	74	crime	O
50	75	.	O
51	0	I	O
51	1	thought	O
51	2	she	O
51	3	would	O
51	4	n't	O
51	5	have	O
51	6	been	O
51	7	creating	O
51	8	memories	O
51	9	?	O
52	0	It	O
52	1	's	O
52	2	as	O
52	3	if	O
52	4	the	O
52	5	author	O
52	6	wrote	O
52	7	half	O
52	8	her	O
52	9	book	O
52	10	,	O
52	11	then	O
52	12	decided	O
52	13	to	O
52	14	do	O
52	15	some	O
52	16	research	O
52	17	(	O
52	18	googling	O
52	19	)	O
52	20	and	O
52	21	when	O
52	22	she	O
52	23	found	O
52	24	research	O
52	25	that	O
52	26	blatantly	O
52	27	contradicted	O
52	28	the	O
52	29	plot	O
52	30	point	O
52	31	her	O
52	32	book	O
52	33	hinges	O
52	34	on	O
52	35	,	O
52	36	decided	O
52	37	""""	O
52	38	Oh	O
52	39	,	O
52	40	what	O
52	41	the	O
52	42	heck	O
52	43	,	O
52	44	I	O
52	45	'll	O
52	46	keep	O
52	47	writing	O
52	48	""""	O
52	49	and	O
52	50	then	O
52	51	decided	O
52	52	to	O
52	53	INCLUDE	O
52	54	her	O
52	55	research	O
52	56	.	O
53	0	And	O
53	1	her	O
53	2	editor	O
53	3	did	O
53	4	n't	O
53	5	notice	O
53	6	or	O
53	7	(	O
53	8	more	O
53	9	likely	O
53	10	)	O
53	11	did	O
53	12	n't	O
53	13	care	O
53	14	.	O
54	0	A	O
54	1	couple	O
54	2	of	O
54	3	other	O
54	4	things	O
54	5	an	O
54	6	editor	O
54	7	(	O
54	8	if	O
54	9	this	O
54	10	book	O
54	11	had	O
54	12	one	O
54	13	)	O
54	14	should	O
54	15	have	O
54	16	picked	O
54	17	up	O
54	18	on	O
54	19	:	O
54	20	Much	O
54	21	is	O
54	22	made	O
54	23	of	O
54	24	a	O
54	25	pile	O
54	26	of	O
54	27	clothes	O
54	28	by	O
54	29	the	O
54	30	train	O
54	31	tracks	O
54	32	-	O
54	33	so	O
54	34	much	O
54	35	so	O
54	36	that	O
54	37	the	O
54	38	book	O
54	39	opens	O
54	40	with	O
54	41	a	O
54	42	description	O
54	43	of	O
54	44	them	O
54	45	-	O
54	46	the	O
54	47	importance	O
54	48	of	O
54	49	the	O
54	50	clothes	O
54	51	?	O
55	0	None	O
55	1	.	O
56	0	Zip	O
56	1	.	O
57	0	Zero	O
57	1	.	O
58	0	And	O
58	1	there	O
58	2	's	O
58	3	a	O
58	4	red	O
58	5	haired	O
58	6	man	O
58	7	who	O
58	8	keeps	O
58	9	popping	O
58	10	up	O
58	11	-	O
58	12	muttering	O
58	13	esoteric	O
58	14	things	O
58	15	-	O
58	16	we	O
58	17	assume	O
58	18	he	O
58	19	will	O
58	20	be	O
58	21	integral	O
58	22	to	O
58	23	the	O
58	24	mystery	O
58	25	.	O
59	0	Nope	O
59	1	,	O
59	2	he	O
59	3	just	O
59	4	disappears	O
59	5	.	O
60	0	Other	O
60	1	stuff	O
60	2	I	O
60	3	could	O
60	4	complain	O
60	5	about	O
60	6	but	O
60	7	it	O
60	8	would	O
60	9	be	O
60	10	spoilery	O
60	11	.	O
61	0	It	O
61	1	seems	O
61	2	if	O
61	3	books	O
61	4	are	O
61	5	bought	O
61	6	by	O
61	7	book	O
61	8	clubs	O
61	9	,	O
61	10	they	O
61	11	become	O
61	12	huge	O
61	13	sellers	O
61	14	,	O
61	15	no	O
61	16	matter	O
61	17	how	O
61	18	evisceratingly	O
61	19	terrible	O
61	20	(	O
61	21	witness	O
61	22	50	O
61	23	Shades	B-MISC
61	24	of	I-MISC
61	25	Grey).Here	I-MISC
61	26	's	I-MISC
61	27	one	O
61	28	thing	O
61	29	I	O
61	30	admire	O
61	31	the	O
61	32	author	O
61	33	for	O
61	34	:	O
61	35	She	O
61	36	wrote	O
61	37	this	O
61	38	book	O
61	39	in	O
61	40	four	O
61	41	months	O
61	42	(	O
61	43	it	O
61	44	shows	O
61	45	)	O
61	46	and	O
61	47	it	O
61	48	became	O
61	49	a	O
61	50	HUGE	O
61	51	bestseller	O
61	52	.	O
62	0	Awesome	O
62	1	for	O
62	2	her	O
62	3	.	O
63	0	So	O
63	1	few	O
63	2	authors	O
63	3	ever	O
63	4	make	O
63	5	it	O
63	6	to	O
63	7	that	O
63	8	level	O
63	9	-	O
63	10	even	O
63	11	with	O
63	12	stunningly	O
63	13	well	O
63	14	-	O
63	15	written	O
63	16	books	O
63	17	-	O
63	18	so	O
63	19	kudos	O
63	20	to	O
63	21	her	O
63	22	for	O
63	23	whatever	O
63	24	alchemy	O
63	25	happened	O
63	26	to	O
63	27	guarantee	O
63	28	she	O
63	29	's	O
63	30	got	O
63	31	some	O
63	32	money	O
63	33	to	O
63	34	retire	O
63	35	on	O
63	36	.	O
64	0	Three	O
64	1	disjointed	O
64	2	characters	O
64	3	for	O
64	4	whom	O
64	5	it	O
64	6	's	O
64	7	hard	O
64	8	to	O
64	9	feel	O
64	10	sympathy	O
64	11	or	O
64	12	empathy	O
64	13	as	O
64	14	they	O
64	15	are	O
64	16	presented	O
64	17	in	O
64	18	such	O
64	19	a	O
64	20	superficial	O
64	21	way	O
64	22	you	O
64	23	ca	O
64	24	n't	O
64	25	feel	O
64	26	for	O
64	27	any	O
64	28	of	O
64	29	them	O
64	30	.	O
65	0	Plot	B-ORG
65	1	dragged	O
65	2	on	O
65	3	and	O
65	4	ending	O
65	5	was	O
65	6	very	O
65	7	unsubstantial	O
65	8	-	O
65	9	definitely	O
65	10	not	O
65	11	worth	O
65	12	the	B-MISC
65	13	""""	I-MISC
65	14	Gone	I-MISC
65	15	Girl	I-MISC
65	16	""""	O
65	17	comparisons	O
65	18	.	O
66	0	Was	O
66	1	snookered	O
66	2	into	O
66	3	this	O
66	4	novel	O
66	5	as	O
66	6	it	O
66	7	was	O
66	8	compared	O
66	9	to	O
66	10	Gone	B-PER
66	11	Girl	I-PER
66	12	,	O
66	13	which	O
66	14	I	O
66	15	liked	O
66	16	a	O
66	17	lot	O
66	18	...	O
67	0	This	O
67	1	one	O
67	2	is	O
67	3	filled	O
67	4	with	O
67	5	dysfunctional	O
67	6	characters	O
67	7	who	O
67	8	you	O
67	9	would	O
67	10	n't	O
67	11	care	O
67	12	to	O
67	13	spend	O
67	14	any	O
67	15	time	O
67	16	with	O
67	17	in	O
67	18	real	O
67	19	life	O
67	20	...	O
67	21	I	O
67	22	figured	O
67	23	out	O
67	24	who	O
67	25	""""	O
67	26	done	O
67	27	it	O
67	28	""""	O
67	29	early	O
67	30	on	O
67	31	and	O
67	32	by	O
67	33	the	O
67	34	end	O
67	35	I	O
67	36	imagined	O
67	37	an	O
67	38	alternative	O
67	39	ending	O
67	40	which	O
67	41	was	O
67	42	not	O
67	43	a	O
67	44	happy	O
67	45	ending	O
67	46	for	O
67	47	the	O
67	48	whole	O
67	49	lot	O
67	50	of	O
67	51	them	O
67	52	...	O
67	53	Can't	B-PER
67	54	believe	O
67	55	it	O
67	56	remains	O
67	57	on	O
67	58	the	O
67	59	bestseller	O
67	60	list	O
67	61	!	O
68	0	I	O
68	1	'm	O
68	2	an	O
68	3	editor	O
68	4	by	O
68	5	trade	O
68	6	,	O
68	7	so	O
68	8	I	O
68	9	found	O
68	10	the	O
68	11	numerous	O
68	12	run	O
68	13	-	O
68	14	ons	O
68	15	a	O
68	16	bit	O
68	17	distracting	O
68	18	.	O
69	0	I	O
69	1	also	O
69	2	had	O
69	3	trouble	O
69	4	keeping	O
69	5	track	O
69	6	of	O
69	7	the	O
69	8	story	O
69	9	when	O
69	10	the	O
69	11	chapters	O
69	12	jumped	O
69	13	back	O
69	14	-	O
69	15	and	O
69	16	-	O
69	17	forth	O
69	18	in	O
69	19	time	O
69	20	;	O
69	21	it	O
69	22	's	O
69	23	very	O
69	24	easy	O
69	25	(	O
69	26	and	O
69	27	a	O
69	28	bit	O
69	29	disorienting	O
69	30	)	O
69	31	to	O
69	32	end	O
69	33	up	O
69	34	halfway	O
69	35	through	O
69	36	a	O
69	37	chapter	O
69	38	before	O
69	39	realizing	O
69	40	that	O
69	41	scene	O
69	42	is	O
69	43	n't	O
69	44	a	O
69	45	continuation	O
69	46	of	O
69	47	the	O
69	48	previous	O
69	49	chapter	O
69	50	,	O
69	51	but	O
69	52	a	O
69	53	completely	O
69	54	different	O
69	55	incident	O
69	56	taking	O
69	57	place	O
69	58	in	O
69	59	the	O
69	60	past	O
69	61	.	O
70	0	Girl	O
70	1	on	O
70	2	the	O
70	3	Train	O
70	4	also	O
70	5	left	O
70	6	too	O
70	7	many	O
70	8	loose	O
70	9	ends	O
70	10	for	O
70	11	my	O
70	12	liking	O
70	13	:	O
70	14	for	O
70	15	example	O
70	16	,	O
70	17	who	O
70	18	is	O
70	19	the	O
70	20	red	O
70	21	-	O
70	22	haired	O
70	23	man	O
70	24	and	O
70	25	why	O
70	26	was	O
70	27	he	O
70	28	so	O
70	29	important	O
70	30	to	O
70	31	include	O
70	32	into	O
70	33	the	O
70	34	story	O
70	35	if	O
70	36	he	O
70	37	does	O
70	38	n't	O
70	39	do	O
70	40	anything	O
70	41	other	O
70	42	than	O
70	43	show	O
70	44	up	O
70	45	at	O
70	46	inopportune	O
70	47	times	O
70	48	and	O
70	49	(	O
70	50	sort	O
70	51	of	O
70	52	)	O
70	53	hit	O
70	54	on	O
70	55	the	O
70	56	main	O
70	57	character?I	O
70	58	have	O
70	59	to	O
70	60	wonder	O
70	61	if	O
70	62	the	O
70	63	author	O
70	64	has	O
70	65	personal	O
70	66	experience	O
70	67	with	O
70	68	alcoholism	O
70	69	,	O
70	70	because	O
70	71	the	O
70	72	way	O
70	73	she	O
70	74	depicted	O
70	75	the	O
70	76	main	O
70	77	character	O
70	78	's	O
70	79	thought	O
70	80	process	O
70	81	was	O
70	82	very	O
70	83	much	O
70	84	in	O
70	85	line	O
70	86	with	O
70	87	what	O
70	88	I	O
70	89	've	O
70	90	seen	O
70	91	from	O
70	92	recovering	O
70	93	addicts	O
70	94	.	O
71	0	That	O
71	1	part	O
71	2	is	O
71	3	very	O
71	4	effectively	O
71	5	written	O
71	6	;	O
71	7	at	O
71	8	the	O
71	9	same	O
71	10	time	O
71	11	,	O
71	12	it	O
71	13	does	O
71	14	make	O
71	15	the	O
71	16	main	O
